,cat,transcript_words,transcript_idx,IdSession,ID
4892,société,"['langue', 'offre', 'appel', 'marché', 'cahier', 'interlocuteur', 'plurilinguisme', 'intervention', 'adjudication', 'manquement']",5191,5016,242466
4900,armée-sécurité,"['racine', 'tradition', 'aumônier', 'islam', 'discriminatoire', 'chose', 'présence', 'genre', 'armée', 'partie']",5200,5016,242521
4901,armée-sécurité,"['aumônier', 'religion', 'armée', 'confession', 'neutralité', 'sein', 'aumônerie', 'service', 'soldat', 'accompagnement']",5201,5016,242533
4911,santé,"['assurance', 'révision', 'procédure', 'modification', 'abus', 'confiance', 'prévoit', 'adaptation', 'fraudeur', 'lutte']",5212,5016,242688
4940,santé,"['soin', 'financement', 'durée', 'transparence', 'prestation', 'intégration', 'définition', 'azimut', 'base', 'système']",5244,5016,242723
4960,agriculture-faune,"['calendrier', 'scénario', 'message', 'délibération', 'influence', 'instant', 'janvier', 'septembre', 'propos', 'durée']",5267,5016,242800
4968,finance,"['contribution', 'crédit', 'arrêté', 'retombée', 'faveur', 'cohésion', 'migration', 'discrimination', 'membre', 'cordon']",5275,5016,242850
4972,extérieur,"['achalandise', 'modestie', 'relation', 'crédit', 'équivalence', 'membre', 'voisin', 'solidarité', 'partenariat', 'renvoi']",5280,5016,243044
4973,politique,"['référendum', 'show', 'köppel', 'crédit', 'parti', 'coopération', 'septembre', 'base']",5281,5016,243038
4979,politique,"['conditionnalité', 'collaborateur', 'erreur', 'chambre', 'salaire', 'crédit', 'action', 'programme', 'conseiller', 'conséquence']",5289,5016,243066
4983,retraite-rentes,"['prévoyance', 'régime', 'compromis', 'prestation', 'moment', 'clé', 'bénéficiaire', 'pilier', 'réforme', 'mandat']",5294,5016,243109
5002,économie,"['gain', 'départ', 'perte', 'touche', 'relais', 'rapidité', 'administration', 'assurance', 'nombre', 'indemnité']",5314,5016,243221
5011,économie,"['réflexion', 'robotisation', 'robot', 'homologue', 'cours', 'taxation', 'sujet', 'partie', 'ampleur', 'dépôt']",5323,5016,243224
5034,armée-sécurité,"['identification', 'donnée', 'identité', 'sécurité', 'carte', 'système', 'délivrance', 'fournisseur', 'niveau', 'support']",5347,5016,243527
5048,économie,"['fournisseur', 'identité', 'donnée', 'consommateur', 'lettre', 'mois', 'protection', 'prix', 'discrimine', 'association']",5362,5016,243648
5054,finance,"['crédit', 'engagement', 'teneur', 'explication', 'défaut', 'manière', 'manoeuvre', 'marge', 'peine', 'argent']",5369,5016,243829
5058,extérieur,"['relation', 'poursuite', 'préconsultation', 'chrétien', 'préopinante', 'exergue', 'acte', 'interaction', 'action', 'conclusion']",5374,5016,243867
5078,agriculture-faune,"['huile', 'négociation', 'tournesol', 'colza', 'palme', 'traçabilité', 'label', 'distributeur', 'durabilité', 'partenariat']",5397,5016,243932
5079,économie,"['gué', 'contrôle', 'palme', 'huile', 'concession', 'niveau', 'chemin', 'importation', 'industrie', 'moitié']",5398,5016,243981
5146,politique,"['registre', 'divergence', 'déclaration', 'solution', 'lien', 'ébauche', 'matin', 'objet', 'intérêt', 'création']",5470,5016,241539
5150,justice,"['roulement', 'juriste', 'sort', 'fonds', 'instrument', 'conseiller', 'renouvellement', 'instar', 'accompagnement', 'violation']",5474,5016,241780
5158,armée-sécurité,"['matériel', 'guerre', 'exportation', 'contrôle', 'ordonnance', 'critère', 'verification', 'correcteur', 'recommandation', 'autorisation']",5482,5016,241800
5175,finance,"['prestation', 'fortune', 'réforme', 'compromis', 'version', 'seuil', 'régime', 'aboutissement', 'gage', 'chiffre']",5499,5016,243011
5183,politique,"['bureaucratie', 'ciel', 'chocolat', 'journal', 'réflexion', 'processus', 'manière', 'régulation', 'paysan', 'chapitre']",5507,5016,243367
5197,retraite-rentes,"['sécurité', 'convention', 'rente', 'vie', 'cotisation', 'génération', 'dénuement', 'avril', 'arrêté', 'sacrifié']",5521,5016,243800
5204,formation-recherche,"['enseignement', 'langue', 'immersion', 'multilinguisme', 'modèle', 'sens', 'racine', 'examen', 'conclusion', 'plurilinguisme']",5528,5016,243811
5237,agriculture-faune,"['chasse', 'animal', 'pistage', 'terrier', 'souffrance', 'protection', 'mort', 'battue', 'espèce', 'chien']",5562,5017,244609
5250,agriculture-faune,"['castor', 'mouton', 'référendum', 'boucherie', 'alpage', 'desserte', 'fois', 'loup', 'exclusion', 'chemin']",5575,5017,244791
5261,santé,"['contrôle', 'malaise', 'aptitude', 'certificat', 'minute', 'médecin', 'connaissance', 'cause', 'chose', 'fois']",5586,5017,244873
5262,santé,"['conduite', 'acuité', 'aptitude', 'médecin', 'minimum', 'autorisation', 'évaluation', 'contrôle', 'lien', 'plan']",5587,5017,244879
5267,santé,"['entrepreneur', 'assuré', 'inégalité', 'assureur', 'consommateur', 'contrat', 'traitement', 'inconvénient', 'dépliant', 'cohésion']",5593,5017,244906
5268,santé,"['assureur', 'assemblée', 'âgé', 'rejetteron', 'consultation', 'division', 'incohérence', 'privé', 'résiliation', 'chasse']",5594,5017,244905
5275,santé,"['assurance', 'révocation', 'preneur', 'prime', 'contrat', 'clarification', 'obligation', 'calcul', 'frais', 'condition']",5601,5017,244974
5277,santé,"['assurance', 'soin', 'affirmation', 'comparaison', 'coup', 'doute', 'système']",5603,5017,245000
5283,santé,"['assuré', 'violation', 'obligation', 'avancée', 'délai', 'contrat', 'prescription', 'assurance', 'figure', 'violé']",5609,5017,245035
5291,finance,"['imposition', 'atout', 'référence', 'participation', 'introduction', 'femme', 'homme', 'dossier', 'forme', 'marché']",5619,5017,245100
5295,finance,"['imposition', 'présupposé', 'éventualité', 'abolition', 'système', 'interprétation', 'discrimination', 'phase', 'choix', 'contraire']",5623,5017,245110
5299,armée-sécurité,"['problème', 'événement', 'ouest', 'histoire', 'armée', 'population', 'fois', 'manière']",5628,5017,245123
5314,transport,"['extension', 'accélération', 'investissement', 'capacité', 'diamétrale', 'halte', 'installation', 'aménagement', 'planification', 'étape']",5643,5018,245409
5316,politique,"['convention', 'programme', 'oeuvre', 'tâche', 'mise', 'efficience', 'entrée', 'problème', 'potentiel', 'vigueur']",5647,5018,245449
5318,télécommunications,"['neutralité', 'accès', 'vitalité', 'internaute', 'contenu', 'géométrie', 'site', 'télécommunication', 'richesse', 'juin']",5649,5018,245466
5332,société,"['fardeau', 'allègement', 'faisceau', 'inversion', 'vraisemblance', 'preuve', 'témoignage', 'harcèlement', 'déséquilibre', 'condamnation']",5663,5018,245765
5333,société,"['inexistence', 'harcèlement', 'fardeau', 'preuve', 'témoin', 'trace', 'égalité', 'procédural', 'discrimination', 'victime']",5664,5018,245796
5334,culture-média,"['journaliste', 'média', 'redevance', 'orientation', 'fonds', 'intérêt', 'lien', 'parti', 'télévision', 'collaborateur']",5665,5018,245798
5339,santé,"['paiement', 'formulation', 'égalité', 'peine', 'divergence', 'impossibilité', 'inégalité', 'gain', 'assuré', 'matin']",5670,5018,245916
5342,retraite-rentes,"['convention', 'rente', 'prestation', 'injustice', 'condition', 'assistance', 'type', 'assurance', 'sécurité', 'kosovar']",5673,5018,245825
5356,santé,"['sucre', 'boisson', 'gramme', 'surpoids', 'industrie', 'obésité', 'taxe', 'attitude', 'teneur', 'ketchup']",5688,5018,245976
5365,formation-recherche,"['échange', 'message', 'mobilité', 'culture', 'vision', 'élément', 'consultation', 'volonté', 'soutien', 'création']",5698,5018,245936
5372,armée-sécurité,"['armée', 'container', 'camion', 'véhicule', 'troupe', 'terminal', 'entrepôt', 'mortier', 'décentralisation', 'centralisation']",5705,5018,246165
5375,armée-sécurité,"['arme', 'dégât', 'civil', 'évaluation', 'mortier', 'protocole', 'visite', 'risque', 'distance', 'circonstance']",5708,5018,246028
5393,armée-sécurité,"['traité', 'arme', 'avril', 'mécanisme', 'adoption', 'interdiction', 'administration', 'sein', 'procédure', 'suite']",5727,5018,246241
5405,finance,"['promotion', 'dépense', 'arrêté', 'efficacité', 'prestation', 'plafond', 'instrument', 'financement', 'surveillance', 'cyberadministration']",5742,5018,246353
5412,santé,"['sucre', 'taxe', 'boisson', 'consommation', 'surpoids', 'producteur', 'aliment', 'teneur', 'alimentation', 'aspartame']",5749,5018,246493
5415,armée-sécurité,"['augmentation', 'réforme', 'douane', 'nombre', 'effectif', 'poste', 'budget', 'sud', 'requête', 'bureaucratie']",5753,5018,246503
5429,économie,"['adjudicateur', 'notion', 'achat', 'différence', 'faculté', 'prestation', 'version', 'marché', 'compte', 'prix']",5768,5018,246662
5432,finance,"['porteur', 'action', 'assistance', 'correspondance', 'expedition', 'autorité', 'liste', 'oeil', 'version', 'noire']",5771,5018,246775
5436,politique,"['traité', 'dénonciation', 'compétence', 'répartition', 'modification', 'clarification', 'importance', 'obsolescence', 'parallélisme', 'contrario']",5775,5018,246822
5448,économie,"['entreprise', 'multinationale', 'coton', 'environnement', 'opposant', 'enfant', 'siège', 'responsabilité', 'standard', 'épinglée']",5787,5018,246985
5452,économie,"['entreprise', 'vote', 'multinationale', 'arrêté', 'opinion', 'compromis', 'environnement', 'nombre', 'fracture', 'conditionnel']",5791,5018,247045
5460,santé,"['épuisement', 'maladie', 'assurance', 'syndrome', 'accident', 'facteur', 'stress', 'activité', 'milieu', 'état']",5801,5018,247156
5461,emploi,"['sentiment', 'étymologie', 'fatalité', 'épuisement', 'torture', 'salle', 'mot', 'critère', 'instrument', 'obligation']",5803,5018,247166
5465,armée-sécurité,"['protection', 'population', 'révision', 'service', 'abri', 'clarification', 'conduite', 'astreinte', 'remplacement', 'sapeur']",5808,5018,247197
5470,armée-sécurité,"['service', 'conflit', 'protection', 'catastrophe', 'pouvoir', 'grief', 'introduction', 'lettre', 'tremblement', 'administration']",5813,5018,247243
5486,santé,"['thérapie', 'médicament', 'rémunération', 'prix', 'traitement', 'substance', 'compte', 'comparaison', 'autorisation', 'modèle']",5833,5018,247360
5487,justice,"['affaire', 'recours', 'justice', 'satisfaction', 'dossier', 'avocat', 'unité', 'chiffre', 'posion', 'greffier']",5834,5018,247455
5518,économie,"['adjudicateur', 'critère', 'émolument', 'prix', 'remerciement', 'poids', 'administration', 'prestation', 'présent', 'point']",5865,5018,248103
5519,extérieur,"['suivi', 'règle', 'approbation', 'norme', 'arrêté', 'échange', 'confirmation', 'abstention', 'membre', 'développement']",5866,5018,248146
5521,économie,"['exportation', 'douane', 'produit', 'échange', 'concession', 'marché', 'protection', 'développement', 'élimination', 'biodiversité']",5868,5018,248133
5536,écologie,"['pesticide', 'homologation', 'agriculteur', 'eau', 'environnement', 'état', 'recherche', 'chiffre', 'produit', 'nom']",5888,5018,248291
5552,écologie,"['tonne', 'peur', 'pesticide', 'paraffine', 'soufre', 'cuivre', 'produit', 'opposant', 'moitié', 'agriculture']",5906,5018,248415
5579,agriculture-faune,"['exportation', 'agriculture', 'partenaire', 'échange', 'marché', 'investisseur', 'propriété', 'secteur', 'produit', 'aoc']",5936,5018,248941
5586,logement-territoire,"['loyer', 'rendement', 'locataire', 'bail', 'marché', 'logement', 'partie', 'contestation', 'pénurie', 'pléthore']",5943,5018,248948
5599,extérieur,"['directive', 'accompagnement', 'citoyen', 'salaire', 'circulation', 'aide', 'différend', 'protection', 'exception', 'ligne']",5960,5018,248964
5615,politique,"['fourchette', 'possibilité', 'responsabilité', 'besoin', 'fédéralisme', 'clause', 'raison', 'territoire', 'effort', 'région']",5977,5018,245254
5616,justice,"['protocole', 'transfèrement', 'condamnation', 'amendement', 'peine', 'expulsion', 'exécution', 'origine', 'délégation', 'consentement']",5978,5018,245320
5629,transport,"['tronçon', 'interdépendance', 'route', 'réseau', 'page', 'message', 'entretien', 'gabarit', 'tiret', 'amélioration']",5992,5018,246063
5631,transport,"['fonds', 'drone', 'gare', 'département', 'fréquence', 'aéroport', 'route', 'infrastructure', 'résistance', 'office']",5995,5018,246136
5639,culture-média,"['information', 'inquiétude', 'fiancée', 'amoureux', 'territorialité', 'déception', 'service', 'canal', 'production', 'train']",6003,5018,246490
5640,culture-média,"['information', 'télévision', 'radio', 'incompréhension', 'journaliste', 'site', 'production', 'diversification', 'lac', 'présence']",6004,5018,246505
5650,économie,"['coût', 'gestion', 'entreprise', 'réexamen', 'fin', 'gouvernance', 'médicament', 'affaire', 'filiale', 'audit']",6014,5018,246870
5654,formation-recherche,"['gymnase', 'réussite', 'publication', 'étude', 'formation', 'donnée', 'qualité', 'gymnasienne', 'facteur', 'gymnasien']",6018,5018,247390
5674,écologie,"['véhicule', 'propulsion', 'moteur', 'catégorie', 'hydrogène', 'serviteur', 'batterie', 'pollution', 'tonne', 'plaisir']",6038,5018,247679
5706,économie,"['actionnaire', 'rémunération', 'argument', 'information', 'entreprise', 'prestation', 'organe', 'série', 'argumente', 'management']",6077,5018,248222
5716,politique,"['ajout', 'complément', 'champ', 'direction', 'application', 'abstention', 'montant', 'membre', 'objet', 'sujet']",6088,5018,248342
5718,économie,"['indemnité', 'chiffre', 'interdiction', 'annulation', 'administration', 'abstention', 'amendement', 'indication', 'opposition', 'convention']",6090,5018,248312
5721,économie,"['succès', 'fois', 'abstention', 'chapitre', 'objet', 'entreprise', 'négoce', 'administration', 'faveur', 'voeu']",6094,5018,248385
5727,économie,"['bourse', 'représentation', 'foi', 'avance', 'substance', 'signal', 'norme', 'direction', 'valeur', 'administration']",6101,5018,248431
5743,santé,"['hépatite', 'dépistage', 'drogue', 'virus', 'transmission', 'population', 'infection', 'consommateur', 'sensibilisation', 'maladie']",6117,5018,248761
5765,culture-média,"['entreprise', 'facture', 'succursale', 'employé', 'musique', 'redevance', 'bureau', 'véhicule', 'tarif', 'consortium']",6140,5019,249600
5773,télécommunications,"['donnée', 'protection', 'concurrence', 'externalisation', 'hébergement', 'enregistrement', 'numéro', 'organisme', 'renvoi', 'communication']",6148,5019,249769
5799,société,"['congé', 'mère', 'père', 'paternité', 'maternité', 'semaine', 'femme', 'enfant', 'tâche', 'naissance']",6175,5019,250041
5807,société,"['congé', 'paternité', 'jour', 'semaine', 'famille', 'femme', 'homme', 'tâche', 'mérite', 'couple']",6183,5019,250103
5822,agriculture-faune,"['version', 'milieu', 'forêt', 'dégât', 'espèce', 'animal', 'rente', 'culture', 'divergence', 'objet']",6198,5019,250274
5823,transport,"['traversée', 'contournement', 'ville', 'utilisateur', 'étape', 'percement', 'temps', 'effort', 'complémentarité', 'travail']",6199,5019,250296
5832,transport,"['billet', 'avion', 'émission', 'achat', 'transparence', 'responsabilité', 'transport', 'choix', 'connaissance', 'contexte']",6208,5019,250464
5838,transport,"['profil', 'italien', 'successeur', 'politicien', 'administration', 'nomination', 'succession', 'français', 'allemand', 'collaborateur']",6217,5019,250561
5843,immigration,"['immigration', 'chômage', 'population', 'circulation', 'besoin', 'économie', 'marché', 'conséquence', 'immigrant', 'retardement']",6223,5019,250699
5844,immigration,"['travailleur', 'ressortissant', 'immigration', 'économie', 'chicanerie', 'paperasse', 'inconditionnel', 'étranger', 'travail', 'détérioration']",6224,5019,250735
5845,immigration,"['accompagnement', 'bilatérau', 'initiante', 'immigration', 'dumping', 'travailleuse', 'résiliation', 'orateur', 'initiant', 'sésame']",6225,5019,250739
5847,immigration,"['immigration', 'surpopulation', 'ressource', 'cauchemar', 'environnement', 'cause', 'écologie', 'consommation', 'discours', 'angle']",6228,5019,250776
