,topic_idx,topic_score,topic_name,cat,transcript_words,topic_words
4373,10,0.048,sécurité,armée-sécurité,"['arme', 'directive', 'particularité', 'commandant', 'police', 'policier', 'compromis', 'domicile', 'terrorisme', 'registre']",donnée - violence - sécurité - renseignement - information - échange - terrorisme - protection - centre - organisation
4386,0,0.045,santé,justice,"['frais', 'assurance', 'procédure', 'tribunal', 'gratuite', 'justice', 'invalidité', 'gratuité', 'prestation', 'époque']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
4387,5,0.061,finance,santé,"['convention', 'pratique', 'référendum', 'délégation', 'assuré', 'compétence', 'satisfaction', 'traité', 'note', 'faveur']",budget - dépense - impôt - crédit - imposition - convention - montant - compte - augmentation - réforme
4389,5,0.064,finance,extérieur,"['convention', 'successeur', 'sécurité', 'contractant', 'relation', 'bilatérale', 'texte', 'table', 'circulation', 'négociation']",budget - dépense - impôt - crédit - imposition - convention - montant - compte - augmentation - réforme
4396,0,0.489,santé,santé,"['médication', 'patient', 'polymédication', 'médicament', 'dossier', 'piste', 'aperçu', 'résident', 'plan', 'professionnel']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
4408,13,0.041,immigration,immigration,"['requérant', 'dictature', 'gouvernement', 'foi', 'réfugié', 'enrôlement', 'asile', 'flot', 'rêve', 'diplomate']",asile - réfugié - immigration - intégration - étranger - frontière - requérant - séjour - naturalisation - demande
4410,1,0.017,politique,politique,"['tradition', 'membre', 'député', 'minute', 'règlement', 'chance', 'moment', 'principe']",vote - transparence - surveillance - membre - travail - négociation - raison - point - manière - système
4411,1,0.066,politique,politique,"['tradition', 'argument', 'règlement', 'manière', 'respect', 'résultat', 'membre', 'partie', 'travail']",vote - transparence - surveillance - membre - travail - négociation - raison - point - manière - système
4419,5,0.149,finance,finance,"['péréquation', 'ciment', 'charge', 'ressource', 'région', 'fédéralisme', 'potentiel', 'allocution', 'manche', 'base']",budget - dépense - impôt - crédit - imposition - convention - montant - compte - augmentation - réforme
4423,4,1,agriculture,économie,"['huile', 'palme', 'importation', 'forêt', 'santé', 'acide', 'palmier', 'quintal', 'principe', 'plantation']",animal - agriculture - production - produit - consommateur - agriculteur - denrée - vin - sucre - lait
4428,10,1,sécurité,armée-sécurité,"['cybersécurité', 'sécurité', 'chaîne', 'standard', 'niveau', 'information', 'aspect', 'échelon', 'maîtrise', 'hyperconnexion']",donnée - violence - sécurité - renseignement - information - échange - terrorisme - protection - centre - organisation
4440,4,0.026,agriculture,économie,"['temps', 'clause', 'juillet', 'installation', 'préhistoire', 'solution', 'calme', 'sérénité', 'travail', 'augmentation']",animal - agriculture - production - produit - consommateur - agriculteur - denrée - vin - sucre - lait
4441,0,1,santé,santé,"['franchise', 'assurance', 'coût', 'maladie', 'montant', 'soin', 'évolution', 'prime', 'option', 'introduction']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
4461,5,0.319,finance,finance,"['budget', 'montant', 'pauvreté', 'crédit', 'réduction', 'fonctionnement', 'bloc', 'égalité', 'unanimité', 'femme']",budget - dépense - impôt - crédit - imposition - convention - montant - compte - augmentation - réforme
4476,12,0.283,formation,formation-recherche,"['jeunesse', 'recherche', 'formation', 'message', 'génération', 'diamant', 'innovation', 'capacité', 'dépense', 'leader']",formation - école - recherche - innovation - langue - programme - encouragement - message - compétence - étudiant
4487,0,0.546,santé,emploi,"['frais', 'événement', 'vide', 'assurance', 'cadeau', 'modalité', 'dommage', 'accident', 'collaborateur', 'directive']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
4499,8,1,écologie,transport,"['système', 'quantité', 'certificat', 'objectif', 'aéronef', 'prix', 'veille', 'adresse', 'euro', 'aviation']",émission - eau - objectif - biodiversité - zone - pesticide - surface - climat - produit - réduction
4502,8,1,écologie,écologie,"['couplage', 'quota', 'émission', 'règle', 'combustible', 'aviation', 'système', 'tamoil', 'circulation', 'imprévu']",émission - eau - objectif - biodiversité - zone - pesticide - surface - climat - produit - réduction
4504,8,0.131,écologie,écologie,"['carburant', 'réchauffement', 'bloc', 'taxe', 'édifice', 'texte', 'émission', 'lobby', 'écho', 'transport']",émission - eau - objectif - biodiversité - zone - pesticide - surface - climat - produit - réduction
4510,8,0.186,écologie,écologie,"['place', 'secteur', 'changement', 'risque', 'banque', 'émission', 'branche', 'carbone', 'objectif', 'stabilité']",émission - eau - objectif - biodiversité - zone - pesticide - surface - climat - produit - réduction
4511,8,0.22,écologie,écologie,"['émission', 'serre', 'gaz', 'réduction', 'valeur', 'objectif', 'exactitude', 'cible', 'réchauffement', 'terme']",émission - eau - objectif - biodiversité - zone - pesticide - surface - climat - produit - réduction
4524,12,0.056,formation,formation-recherche,"['formation', 'peine', 'candidat', 'report', 'filière', 'octroi', 'signal', 'charge', 'moyen', 'objectif']",formation - école - recherche - innovation - langue - programme - encouragement - message - compétence - étudiant
4526,13,0.154,immigration,finance,"['manipulation', 'endettement', 'frein', 'crédit', 'montant', 'porte', 'risquera', 'migration', 'augmentation', 'caricatural']",asile - réfugié - immigration - intégration - étranger - frontière - requérant - séjour - naturalisation - demande
4533,1,0.134,politique,politique,"['portée', 'concept', 'fond', 'pacte', 'anglais', 'traduction', 'détermination', 'objet', 'constat', 'processus']",vote - transparence - surveillance - membre - travail - négociation - raison - point - manière - système
4545,2,0.048,économie,retraite-rentes,"['pension', 'initiieren', 'caisse', 'verbe', 'fonds', 'avenir', 'terminologie', 'traduction', 'lancement', 'allemand']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
4548,6,0.351,justice,justice,"['juge', 'poste', 'francophone', 'ordonnance', 'malaise', 'langue', 'création', 'temps', 'crabe', 'appel']",procédure - peine - juge - code - tribunal - infraction - victime - justice - crime - avocat
4556,3,0.265,société,retraite-rentes,"['assurance', 'laa', 'famille', 'accident', 'taxe', 'exploitation', 'membre', 'limitation', 'intentionnel', 'statut']",enfant - femme - congé - parent - famille - égalité - accueil - couple - vie - homme
4564,9,0.056,extérieur,extérieur,"['migration', 'pacte', 'but', 'migrant', 'souffrance', 'octobre', 'septembre', 'augmentation', 'fois']",coopération - développement - aide - sanction - paix - relation - objectif - dialogue - région - neutralité
4577,14,0.066,logement,logement-territoire,"['roulement', 'association', 'fonds', 'coopérative', 'habitation', 'modalité', 'rémunération', 'logement', 'utilité', 'construction']",loyer - locataire - logement - bail - bailleur - propriétaire - construction - argent - fonds - blanchiment
4595,5,0.187,finance,finance,"['beurre', 'revenu', 'sein', 'figure', 'contribuable', 'locataire', 'encontre', 'expression', 'impôt', 'rejet']",budget - dépense - impôt - crédit - imposition - convention - montant - compte - augmentation - réforme
4596,14,1,logement,logement-territoire,"['logement', 'loyer', 'habitation', 'ville', 'abaissement', 'budget', 'pauvreté', 'ménage', 'construction', 'mission']",loyer - locataire - logement - bail - bailleur - propriétaire - construction - argent - fonds - blanchiment
4599,14,0.428,logement,logement-territoire,"['logement', 'acteur', 'gérance', 'locataire', 'concurrence', 'habitation', 'utilité', 'loyer', 'coopérative', 'monopole']",loyer - locataire - logement - bail - bailleur - propriétaire - construction - argent - fonds - blanchiment
4600,16,0.074,retraite,retraite-rentes,"['pension', 'acteur', 'caisse', 'argent', 'logement', 'gérance', 'coopérative', 'rentabilité', 'habitation', 'gouvernance']",rente - pilier - retraite - réforme - âge - femme - prévoyance - taux - compensation - prestation
4609,0,0.207,santé,santé,"['coût', 'médecin', 'admission', 'augmentation', 'assurance', 'soin', 'limitation', 'densité', 'prime', 'cabinet']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
4610,0,0.413,santé,santé,"['médecin', 'admission', 'hôpital', 'formation', 'établissement', 'discipline', 'soin', 'cardiologue', 'spécialité', 'critère']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
4611,15,0.151,transport,extérieur,"['regrette', 'préférence', 'point', 'route', 'égard', 'engagement', 'résultat', 'vue', 'solution', 'moyen']",transport - véhicule - trafic - route - infrastructure - réseau - vélo - mobilité - agglomération - kilomètre
4629,2,0.137,économie,économie,"['rémunération', 'inaliénable', 'contrat', 'pose', 'auteur', 'producteur', 'utilisation', 'conseiller']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
4665,20,0.04,culture,écologie,"['assainissement', 'joker', 'règle', 'élève', 'déchet', 'fois', 'défaut', 'appui', 'site', 'jeu']",culture - film - jeu - vidéo - patrimoine - message - cinéma - mineur - microtransaction - soutien
4672,9,0.128,extérieur,extérieur,"['pacte', 'diplomate', 'migration', 'hiérarchie', 'séparation', 'traité', 'instruction', 'attaque', 'instar', 'part']",coopération - développement - aide - sanction - paix - relation - objectif - dialogue - région - neutralité
4677,12,0.538,formation,formation-recherche,"['établissement', 'recherche', 'interface', 'richesse', 'fruit', 'passage', 'transfert', 'encouragement', 'phase', 'somme']",formation - école - recherche - innovation - langue - programme - encouragement - message - compétence - étudiant
4678,8,0.042,écologie,écologie,"['fracturation', 'gaz', 'schiste', 'hydrocarbure', 'exploration', 'géothermie', 'sens', 'réchauffement', 'serre', 'énergie']",émission - eau - objectif - biodiversité - zone - pesticide - surface - climat - produit - réduction
4691,0,0.152,santé,politique,"['cher', 'sens', 'expression', 'renvoi', 'pression', 'ordre', 'dossier', 'engagement', 'sorte', 'population']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
4711,1,0.119,politique,politique,"['société', 'vote', 'jour', 'dépliant', 'novembre', 'seconde', 'histoire', 'monnaie', 'ensemble', 'séance']",vote - transparence - surveillance - membre - travail - négociation - raison - point - manière - système
4712,2,0.087,économie,économie,"['loyauté', 'société', 'objet', 'doute', 'action', 'nouveauté', 'classement', 'biais', 'problématique', 'législation']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
4728,7,0.046,armée,armée-sécurité,"['traité', 'arme', 'interdiction', 'désarmement', 'destruction', 'réputation', 'armement', 'déclaratoire', 'adhérant', 'terreur']",armée - arme - service - guerre - matériel - avion - civil - sécurité - armement - munition
4735,6,0.12,justice,économie,"['surveillance', 'directive', 'activité', 'prudence', 'banque', 'pilotage', 'plainte', 'régulation', 'indépendance', 'autorégulation']",procédure - peine - juge - code - tribunal - infraction - victime - justice - crime - avocat
4736,17,1,autre,politique,"['collaborateur', 'travail', 'huissier', 'voeu', 'bouquet', 'persévérance', 'fleur', 'talent', 'nom', 'sein']",divergence - version - prestation - montant - point - lettre - abstention - unanimité - objet - modification
